[u'X=(9.0+4.0)'] [13.0]
[u'X=(7.0+5.0)'] [12.0]
[u'X=(6.0+9.0)'] [15.0]
[u'X=(9.0+3.0)'] [12.0]
[u'X=(6.0+4.0)'] [10.0]
[u'X=(5.0-2.0)'] [3.0]
[u'X=(5.0-3.0)'] [2.0]
[u'X=(8.0-3.0)'] [5.0]
[u'X=(9.0-2.0)'] [7.0]
[u'X=(8.0-3.0)'] [5.0]
[u'X=(9.0-3.0)'] [6.0]
[u'X=(7.0-3.0)'] [4.0]
[u'X=(9.0-4.0)'] [5.0]
[u'X=(9.0-2.0)'] [7.0]
[u'X=(43.0-27.0)'] [16.0]
[u'X=(30.0-16.0)'] [14.0]
[u'X=(40.0-22.0)'] [18.0]
[u'X=(47.0-25.0)'] [22.0]
[u'X=(43.0-23.0)'] [20.0]
[u'X=(33.0-26.0)'] [7.0]
[u'X=(46.0-25.0)'] [21.0]
[u'X=(33.0-18.0)'] [15.0]
[u'X=(5.2+4.23)'] [9.43]
[u'X=(145.16+5.84)'] [151.0]
[u'X=(5.71+6.59)'] [12.3]
[u'X=(10.22+11.73)'] [21.95]
[u'X=(5.36+5.1)'] [10.46]
[u'X=(14.28+4.74)'] [19.02]
[u'X=(12.08+9.85)'] [21.93]
[u'X=((11.08+14.33)+9.31)'] [34.72]
[u'X=((13.99+12.14)+7.43)'] [33.56]
[u'X=((142.46+8.89)+7.0)'] [158.35]
[u'X=((14.02+9.46)+12.04)'] [35.52]
[u'X=((9.05+4.95)+6.52)'] [20.52]
[u'X=(5973.0+8723.0)'] [14696.0]
[u'X=(1346.0+6444.0)'] [7790.0]
[u'X=(2479.0+6085.0)'] [8564.0]
[u'X=(6522.0+5165.0)'] [11687.0]
[u'X=(3884.0+2871.0)'] [6755.0]
[u'X=(6359.0+3485.0)'] [9844.0]
[u'X=(1986.0+5106.0)'] [7092.0]
[u'X=(20817.0+97741.0)'] [118558.0]
[u'X=(48097.0+684.0)'] [48781.0]
[u'X=(69.0+26935.0)'] [27004.0]
[u'X=(14507.0+213.0)'] [14720.0]
[u'X=(64535.0-522.0)'] [64013.0]
[u'X=(12170.0+54912.0)'] [67082.0]
[u'X=(90171.0+16320.0)'] [106491.0]
[u'X=(49952.0+918.0)'] [50870.0]
[u'X=(61921.0+49500.0)'] [111421.0]
[u'X=(2041.0+63093.0)'] [65134.0]
[u'X=(712261.0+259378.0)'] [971639.0]
[u'X=(14797.0+4969.0)'] [19766.0]
[u'X=(2000.0-1426.0)'] [574.0]
[u'X=(7341.0-4221.0)'] [3120.0]
[u'X=(9792.0-3513.0)'] [6279.0]
[u'X=(1472.0-12.0)'] [1460.0]
[u'X=(9570.0-3867.0)'] [5703.0]
[u'X=(8917.0-600.0)'] [8317.0]
[u'X=(1576.0-344.0)'] [1232.0]
[u'X=(1339.0-816.0)'] [523.0]
[u'X=(6048.0-193.0)'] [5855.0]
[u'X=(9437.0-6922.0)'] [2515.0]
[u'X=(6689.0-660.0)'] [6029.0]
[u'X=(8582.0-2647.0)'] [5935.0]
[u'X=(7422.0-723.0)'] [6699.0]
[u'X=(4636.0-1416.0)'] [3220.0]
[u'X=(6206.0-2475.0)'] [3731.0]
[u'X=(5155.0-45.0)'] [5110.0]
[u'X=(6310.0-4518.0)'] [1792.0]
[u'X=(5816.0-3103.0)'] [2713.0]
[u'X=(4938.0-805.0)'] [4133.0]
[u'X=(3263.0-809.0)'] [2454.0]
[u'X=(0.75-0.25)'] [0.5]
[u'X=(0.25+0.25)'] [0.5]
[u'X=(0.16666666666666666+0.5)'] [0.6666666667]
[u'X=(0.6666666666666666-0.3333333333333333)'] [0.3333333333]
[u'X=(0.75-0.5)'] [0.25]
[u'X=(0.375+0.25)'] [0.625]
[u'X=(0.875-0.75)'] [0.125]
[u'X=(0.3-0.2)'] [0.1]
[u'X=(0.3333333333333333+0.3333333333333333)'] [0.6666666667]
[u'X=(0.125+0.125)'] [0.25]
[u'X=(0.8-0.2)'] [0.6]
[u'X=(0.6666666666666666-0.5)'] [0.1666666667]
[u'X=(0.6+0.2)'] [0.8]
[u'X=(0.7+0.2)'] [0.9]
[u'X=(0.16666666666666666+0.6666666666666666)'] [0.8333333333]
[u'X=(0.5+0.4)'] [0.9]
[u'X=(0.4-0.2)'] [0.2]
[u'X=(0.625-0.25)'] [0.375]
[u'X=(0.2+0.4)'] [0.6]
[u'X=(0.6-0.4)'] [0.2]
[u'X=(0.5+0.125)'] [0.625]
[u'X=(0.8-0.1)'] [0.7]
[u'X=(0.25+0.375)'] [0.625]
[u'X=(0.625-0.5)'] [0.125]
[u'X=(0.5+0.1)'] [0.6]
[u'X=(0.375+0.5)'] [0.875]
[u'X=(0.16666666666666666+0.3333333333333333)'] [0.5]
[u'X=(0.8333333333333334-0.5)'] [0.3333333333]
[u'X=(0.5-0.16666666666666666)'] [0.3333333333]
[u'X=(0.4-0.3)'] [0.1]
[u'X=(0.2+0.7)'] [0.9]
[u'X=(0.4-0.1)'] [0.3]
[u'X=(0.25+0.5)'] [0.75]
[u'X=(0.625-0.25)'] [0.375]
[u'X=(0.7-0.6)'] [0.1]
[u'X=(0.3+0.4)'] [0.7]
[u'X=(0.9-0.5)'] [0.4]
[u'X=(0.125+0.5)'] [0.625]
[u'X=(0.2+0.1)'] [0.3]
[u'X=(0.75-0.5)'] [0.25]
[u'X=((0.2+0.4)+0.1)'] [0.7]
[u'X=((0.16666666666666666+0.16666666666666666)+0.3333333333333333)'] [0.6666666667]
[u'X=((0.25+0.25)+0.375)'] [0.875]
[u'X=((0.08333333333333333+0.75)+0.08333333333333333)'] [0.9166666667]
[u'X=((0.1111111111111111+0.1111111111111111)+0.6666666666666666)'] [0.8888888889]
[u'X=((0.16666666666666666+0.16666666666666666)+0.08333333333333333)'] [0.4166666667]
[u'X=((0.3333333333333333+0.3333333333333333)+0.16666666666666666)'] [0.8333333333]
[u'X=((0.125+0.125)+0.5)'] [0.75]
[u'X=((0.3333333333333333+0.3333333333333333)+0.08333333333333333)'] [0.75]
[u'X=((0.08333333333333333+0.08333333333333333)+0.6666666666666666)'] [0.8333333333]
[u'X=((0.16666666666666666+0.4166666666666667)+0.08333333333333333)'] [0.6666666667]
[u'X=((0.3+0.1)+0.4)'] [0.8]
[u'X=((0.16666666666666666+0.16666666666666666)+0.5)'] [0.8333333333]
[u'X=((0.25+0.375)+0.125)'] [0.75]
[u'X=((0.5+0.1)+0.1)'] [0.7]
[u'X=((0.3333333333333333+0.3333333333333333)+0.2222222222222222)'] [0.8888888889]
[u'X=((0.2+0.1)+0.2)'] [0.5]
[u'X=((0.25+0.4166666666666667)+0.25)'] [0.9166666667]
[u'X=((0.3333333333333333+0.3333333333333333)+0.08333333333333333)'] [0.75]
[u'X=((0.16666666666666666+0.3333333333333333)+0.16666666666666666)'] [0.6666666667]
[u'X=((0.08333333333333333+0.3333333333333333)+0.4166666666666667)'] [0.8333333333]
[u'X=(0.16666666666666666+1.1666666666666667)'] [1.333333333]
[u'X=(2.8333333333333335+2.8333333333333335)'] [5.666666667]
[u'X=(3.8333333333333335-0.16666666666666666)'] [3.666666667]
[u'X=(7.125-0.625)'] [6.5]
[u'X=(10.0+5.1)'] [15.1]
[u'X=(1.0+8.8)'] [9.8]
[u'X=(1.125+2.125)'] [3.25]
[u'X=(3.0+6.8)'] [9.8]
[u'X=(2.6666666666666665+2.6666666666666665)'] [5.333333333]
[u'X=(11.166666666666666-0.8333333333333334)'] [10.33333333]
[u'X=(1.25+5.25)'] [6.5]
[u'X=(10.2+8.6)'] [18.8]
[u'X=(3.6666666666666665-2.3333333333333335)'] [1.333333333]
[u'X=(3.0-1.1666666666666667)'] [1.833333333]
[u'X=(3.25+0.25)'] [3.5]
[u'X=(8.75-6.0)'] [2.75]
[u'X=(2.3333333333333335-1.0)'] [1.333333333]
[u'X=(7.666666666666667-3.3333333333333335)'] [4.333333333]
[u'X=(7.75+7.0)'] [14.75]
[u'X=(19.833333333333332-9.166666666666666)'] [10.66666667]
[u'X=(0.6-0.4)'] [0.2]
[u'X=(8.2+1.6)'] [9.8]
[u'X=(0.41-0.33)'] [0.08]
[u'X=(0.1+0.4)'] [0.5]
[u'X=(9.91+4.11)'] [14.02]
[u'X=(0.81-0.35)'] [0.46]
[u'X=(6.0+3.12)'] [9.12]
[u'X=(0.36-0.05)'] [0.31]
[u'X=(0.9-0.7)'] [0.2]
[u'X=(0.32+0.21)'] [0.53]
[u'X=(0.25-0.16)'] [0.09]
[u'X=(5.91+8.11)'] [14.02]
[u'X=(0.2+0.4)'] [0.6]
[u'X=(9.8-5.2)'] [4.6]
[u'X=(3.42-2.2)'] [1.22]
[u'X=(0.14+0.38)'] [0.52]
[u'X=(4.0+8.7)'] [12.7]
[u'X=(4.1-2.4)'] [1.7]
[u'X=(4.4+2.86)'] [7.26]
[u'X=(8.9-2.3)'] [6.6]
[u'X=(49.0-13.0)'] [36.0]
[u'X=(29.0+11.0)'] [40.0]
[u'X=(39.0-24.0)'] [15.0]
[u'X=(32.0-23.0)'] [9.0]
[u'X=(18.0+42.0)'] [60.0]
[u'X=(32.0+31.0)'] [63.0]
[u'X=(66.0-52.0)'] [14.0]
[u'X=(41.0+12.0)'] [53.0]
[u'X=(87.0-75.0)'] [12.0]
[u'X=(86.0-25.0)'] [61.0]
[u'X=(97.0-15.0)'] [82.0]
[u'X=(41.0+57.0)'] [98.0]
[u'X=(25.0+32.0)'] [57.0]
[u'X=(679.0-172.0)'] [507.0]
[u'X=(139.0+131.0)'] [270.0]
[u'X=(123.0+104.0)'] [227.0]
[u'X=(695.0-133.0)'] [562.0]
[u'X=(113.0+129.0)'] [242.0]
[u'X=(792.0-233.0)'] [559.0]
[u'X=(864.0-395.0)'] [469.0]
[u'X=(112.0+105.0)'] [217.0]
[u'X=(783.0-271.0)'] [512.0]
[u'X=(9.0-3.0)'] [6.0]
[u'X=(7.0-3.0)'] [4.0]
[u'X=(6.0-2.0)'] [4.0]
[u'X=(8.0-4.0)'] [4.0]
[u'X=(9.0-4.0)'] [5.0]
[u'X=(7.0-3.0)'] [4.0]
[u'X=(7.0-4.0)'] [3.0]
[u'X=(8.0-4.0)'] [4.0]
[u'X=(8.0-4.0)'] [4.0]
[u'X=(6.0-4.0)'] [2.0]
[u'X=(30.0-18.0)'] [12.0]
[u'X=(35.0-28.0)'] [7.0]
[u'X=(35.0-27.0)'] [8.0]
[u'X=(35.0-17.0)'] [18.0]
[u'X=(47.0-24.0)'] [23.0]
[u'X=(42.0-13.0)'] [29.0]
[u'X=(31.0-20.0)'] [11.0]
[u'X=(34.0-22.0)'] [12.0]
[u'X=(12.32+11.54)'] [23.86]
[u'X=(11.76+14.54)'] [26.3]
[u'X=(13.04+12.27)'] [25.31]
[u'X=(130.3+11.24)'] [141.54]
[u'X=(9.46+9.56)'] [19.02]
[u'X=(1.08+4.8)'] [5.88]
[u'X=(118.54+106.33)'] [224.87]
[u'X=(13.6+5.06)'] [18.66]
[u'X=((15.0+14.82)+12.51)'] [42.33]
[u'X=((149.16+9.98)+4.14)'] [163.28]
[u'X=((6.95+7.9)+7.73)'] [22.58]
[u'X=((6.51+5.79)+12.51)'] [24.81]
[u'X=((136.01+139.38)+112.46)'] [387.85]
[u'X=((14.88+4.88)+5.86)'] [25.62]
[u'X=(6.0+52.0)'] [58.0]
[u'X=(46.0-32.0)'] [14.0]
[u'X=(7.0-2.0)'] [5.0]
[u'X=(86.0-23.0)'] [63.0]
[u'X=(95.0-31.0)'] [64.0]
[u'X=(9.0-3.0)'] [6.0]
[u'X=(61.0-24.0)'] [37.0]
[u'X=(72.0-28.0)'] [44.0]
[u'X=(6.0+3.0)'] [9.0]
[u'X=(3.0+4.0)'] [7.0]
[u'X=(8.0+9.0)'] [17.0]
[u'X=(2.0+9.0)'] [11.0]
[u'X=(2.0+5.0)'] [7.0]
[u'X=(8.0+7.0)'] [15.0]
[u'X=(7.0+5.0)'] [12.0]
[u'X=(7.0+5.0)'] [12.0]
[u'X=(4.0+9.0)'] [13.0]
[u'X=(2.0+6.0)'] [8.0]
[u'X=((7.0+3.0)+6.0)'] [16.0]
[u'X=((7.0+5.0)+4.0)'] [16.0]
[u'X=((5.0+7.0)+4.0)'] [16.0]
[u'X=((7.0+6.0)+4.0)'] [17.0]
[u'X=((7.0+9.0)+2.0)'] [18.0]
[u'X=((9.0+8.0)+7.0)'] [24.0]
[u'X=((6.0+8.0)+7.0)'] [21.0]
[u'X=(9.0+6.0)'] [15.0]
[u'X=((5.0+6.0)+7.0)'] [18.0]
[u'X=((4.0+9.0)+7.0)'] [20.0]
[u'X=(37.0+13.0)'] [50.0]
[u'X=(15.0+33.0)'] [48.0]
[u'X=(39.0+13.0)'] [52.0]
[u'X=(16.0+21.0)'] [37.0]
[u'X=(22.0+13.0)'] [35.0]
[u'X=(33.0+23.0)'] [56.0]
[u'X=(14.0+41.0)'] [55.0]
[u'X=(37.0+11.0)'] [48.0]
[u'X=(15.0+39.0)'] [54.0]
[u'X=((17.0+27.0)+19.0)'] [63.0]
[u'X=((24.0+42.0)+13.0)'] [79.0]
[u'X=((18.0+26.0)+40.0)'] [84.0]
[u'X=((11.0+13.0)+15.0)'] [39.0]
[u'X=((48.0+30.0)+39.0)'] [117.0]
[u'X=((47.0+37.0)+25.0)'] [109.0]
[u'X=((10.0+46.0)+16.0)'] [72.0]
[u'X=((45.0+23.0)+32.0)'] [100.0]
[u'X=((36.0+32.0)+35.0)'] [103.0]
[u'X=(79.0-32.0)'] [47.0]
[u'X=(54.0-43.0)'] [11.0]
[u'X=(85.0-14.0)'] [71.0]
[u'X=(87.0-41.0)'] [46.0]
[u'X=(18.0-2.0)'] [16.0]
[u'X=(75.0-12.0)'] [63.0]
[u'X=(75.0-62.0)'] [13.0]
[u'X=(98.0-32.0)'] [66.0]
[u'X=(8.0-4.0)'] [4.0]
[u'X=(3.0+2.0)'] [5.0]
[u'X=(9.0-2.0)'] [7.0]
[u'X=(8.0+6.0)'] [14.0]
[u'X=(5.0+4.0)'] [9.0]
[u'X=(8.0-4.0)'] [4.0]
[u'X=(8.0-4.0)'] [4.0]
[u'X=(9.0+2.0)'] [11.0]
[u'X=(3.0+9.0)'] [12.0]
[u'X=(38.0-18.0)'] [20.0]
[u'X=(17.0+10.0)'] [27.0]
[u'X=(48.0+29.0)'] [77.0]
[u'X=(37.0+20.0)'] [57.0]
